Date	Time	windspeed(m/s)	windAngle(deg)	PV_power(W)	PV_voltage(V)	
2/1/0	6:11:22	0.00	90.00	0.00000	0.00645	
2/1/0	6:12:22	0.00	90.00	0.00000	0.00645	
2/1/0	6:13:22	0.00	90.00	0.00000	0.01290	
2/1/0	6:14:22	0.00	90.00	0.00000	0.00645	
2/1/0	6:15:23	0.00	90.00	0.00000	0.00645	
2/1/0	6:16:23	0.00	90.00	0.00000	0.00645	
2/1/0	6:17:23	0.00	90.00	0.00000	0.00645	
2/1/0	6:18:23	0.00	90.00	0.00000	0.01290	
2/1/0	6:19:23	0.00	90.00	0.00000	0.00645	
2/1/0	6:20:23	0.00	90.00	0.00000	0.00645	
2/1/0	6:21:23	0.00	90.00	0.00000	0.00645	
2/1/0	6:22:24	0.00	90.00	0.00000	0.00645	
2/1/0	6:23:24	0.00	90.00	0.00000	0.00645	
2/1/0	6:24:24	0.00	90.00	0.00000	0.00645	
2/1/0	6:25:24	0.00	90.00	0.00000	0.00645	
2/1/0	6:26:24	0.00	90.00	0.00000	0.01290	
2/1/0	6:27:24	0.00	90.00	0.00000	0.00000	
2/1/0	6:28:24	0.00	90.00	0.00000	0.00645	
2/1/0	6:29:24	0.00	90.00	0.00000	0.00645	
2/1/0	6:30:25	0.00	90.00	0.00000	0.00645	
2/1/0	6:31:25	0.00	90.00	0.00000	0.00645	
2/1/0	6:32:25	0.00	90.00	0.00000	0.00645	
2/1/0	6:33:25	0.00	90.00	0.00000	0.01290	
2/1/0	6:34:25	0.00	90.00	0.00000	0.01290	
2/1/0	6:35:25	0.00	90.00	0.00000	0.00645	
2/1/0	6:36:25	0.00	90.00	0.00000	0.00645	
2/1/0	6:37:26	0.00	90.00	0.00000	0.00645	
2/1/0	6:38:26	0.00	90.00	0.00000	0.00645	
2/1/0	6:39:26	0.00	90.00	0.00000	0.00645	
2/1/0	6:40:26	0.00	90.00	0.00000	0.00645	
2/1/0	6:41:26	0.00	90.00	0.00000	0.00000	
2/1/0	6:42:26	0.00	90.00	0.00000	0.00645	
2/1/0	6:43:26	0.00	90.00	0.00000	0.00645	
2/1/0	6:44:27	0.00	90.00	0.00000	0.00645	
2/1/0	6:45:27	0.00	90.00	0.00000	0.00000	
2/1/0	6:46:27	0.00	90.00	0.00000	0.00645	
2/1/0	6:47:27	0.00	90.00	0.00000	0.00000	
2/1/0	6:48:27	0.00	90.00	0.00000	0.00645	
2/1/0	6:49:27	0.00	90.00	0.00000	0.00645	
2/1/0	6:50:27	0.00	90.00	0.00000	0.00645	
2/1/0	6:51:27	0.00	90.00	0.00000	0.01290	
2/1/0	6:52:28	0.00	90.00	0.00000	0.00645	
2/1/0	6:53:28	0.00	90.00	0.00000	0.00645	
2/1/0	6:54:28	0.00	90.00	0.00000	0.00645	
2/1/0	6:55:28	0.00	90.00	0.00000	0.00645	
2/1/0	6:56:28	0.00	90.00	0.00000	0.00645	
2/1/0	6:57:28	0.00	90.00	0.00000	0.00645	
2/1/0	6:58:28	0.00	90.00	0.00000	0.00645	
2/1/0	6:59:29	0.00	90.00	0.00000	0.00645	
2/1/0	7:0:29	0.00	90.00	0.00000	0.00645	
2/1/0	7:1:29	0.00	90.00	0.00000	0.00645	
2/1/0	7:2:29	0.00	90.00	0.00000	0.00645	
2/1/0	7:3:29	0.00	90.00	0.00000	0.00645	
2/1/0	7:4:29	0.00	90.00	0.00000	0.00645	
2/1/0	7:5:29	0.00	90.00	0.00000	0.00645	
2/1/0	7:6:30	0.00	90.00	0.00000	0.00645	
2/1/0	7:7:30	0.00	90.00	0.00000	0.00645	
2/1/0	7:8:30	0.00	90.00	0.00000	0.00645	
2/1/0	7:9:30	0.00	90.00	0.00000	0.00645	
2/1/0	7:10:30	0.00	90.00	0.00000	0.00645	
2/1/0	7:11:30	0.00	90.00	0.00000	0.00645	
2/1/0	7:12:30	0.00	90.00	0.00000	0.01290	
2/1/0	7:13:30	0.00	90.00	0.00000	0.00645	
2/1/0	7:14:31	0.00	90.00	0.00000	0.00000	
2/1/0	7:15:31	0.00	90.00	0.00000	0.00645	
2/1/0	7:16:31	0.00	90.00	0.00000	0.00645	
2/1/0	7:17:31	0.00	90.00	0.00000	0.01290	
2/1/0	7:18:31	0.00	90.00	0.00000	0.00000	
2/1/0	7:19:31	0.00	90.00	0.00000	0.00645	
2/1/0	7:20:31	0.00	90.00	0.00000	0.00645	
2/1/0	7:21:32	0.00	90.00	0.00000	0.00645	
2/1/0	7:22:32	0.00	90.00	0.00000	0.00645	
2/1/0	7:23:32	0.00	90.00	0.00000	0.01290	
2/1/0	7:24:32	0.00	90.00	0.00000	0.01290	
2/1/0	7:25:32	0.00	90.00	0.00000	0.00645	
2/1/0	7:26:32	0.00	90.00	0.00000	0.00645	
2/1/0	7:27:32	0.00	90.00	0.00000	0.00645	
2/1/0	7:28:33	0.00	90.00	0.00000	0.00645	
2/1/0	7:29:33	0.00	90.00	0.00000	0.00645	
2/1/0	7:30:33	0.00	90.00	0.00000	0.00645	
2/1/0	7:31:33	0.00	90.00	0.00000	0.00645	
2/1/0	7:32:33	0.00	90.00	0.00000	0.00645	
2/1/0	7:33:33	0.00	90.00	0.00000	0.00645	
2/1/0	7:34:33	0.00	90.00	0.00000	0.00645	
2/1/0	7:35:34	0.00	90.00	0.00000	0.01290	
2/1/0	7:36:34	0.00	90.00	0.00000	0.00645	
2/1/0	7:37:34	0.00	90.00	0.00000	0.00645	
2/1/0	7:38:34	0.00	90.00	0.00000	0.01290	
2/1/0	7:39:34	0.00	90.00	0.00000	0.00645	
2/1/0	7:40:34	0.00	90.00	0.00000	0.00645	
2/1/0	7:41:34	0.00	90.00	0.00000	0.00645	
2/1/0	7:42:34	0.00	90.00	0.00000	0.00645	
2/1/0	7:43:35	0.00	90.00	0.00000	0.00645	
2/1/0	7:44:35	0.00	90.00	0.00000	0.00645	
2/1/0	7:45:35	0.00	90.00	0.00000	0.00645	
2/1/0	7:46:35	0.00	90.00	0.00000	0.00645	
2/1/0	7:47:35	0.00	90.00	0.00000	0.00645	
2/1/0	7:48:35	0.00	90.00	0.00000	0.00645	
2/1/0	7:49:35	0.00	90.00	0.00000	0.00000	
2/1/0	7:50:36	0.00	90.00	0.00000	0.00645	
2/1/0	7:51:36	0.00	90.00	0.00000	0.00645	
2/1/0	7:52:36	0.00	90.00	0.00000	0.00645	
2/1/0	7:53:36	0.00	90.00	0.00000	0.00645	
2/1/0	7:54:36	0.00	90.00	0.00000	0.00645	
2/1/0	7:55:36	0.00	90.00	0.00000	0.00645	
2/1/0	7:56:36	0.00	90.00	0.00000	0.00645	
2/1/0	7:57:37	0.00	90.00	0.00000	0.00645	
2/1/0	7:58:37	0.00	90.00	0.00000	0.00645	
2/1/0	7:59:37	0.00	90.00	0.00000	0.00645	
2/1/0	8:0:37	0.00	90.00	0.00000	0.00645	
2/1/0	8:1:37	0.00	90.00	0.00000	0.00645	
2/1/0	8:2:37	0.00	90.00	0.00000	0.00000	
2/1/0	8:3:37	0.00	90.00	0.00000	0.00000	
2/1/0	8:4:37	0.00	90.00	0.00000	0.00000	
2/1/0	8:5:38	0.00	90.00	0.00000	0.00645	
2/1/0	8:6:38	0.00	90.00	0.00000	0.00000	
2/1/0	8:7:38	0.00	90.00	0.00000	0.00645	
2/1/0	8:8:38	0.00	90.00	0.00000	0.00645	
2/1/0	8:9:38	0.00	90.00	0.00000	0.00645	
2/1/0	8:10:38	0.00	90.00	0.00000	0.00645	
2/1/0	8:11:38	0.00	90.00	0.00000	0.00645	
2/1/0	8:12:39	0.00	90.00	0.00000	0.00645	
2/1/0	8:13:39	0.00	90.00	0.00000	0.01290	
2/1/0	8:14:39	0.00	90.00	0.00000	0.01290	
2/1/0	8:15:39	0.00	90.00	0.00000	0.00645	
2/1/0	8:16:39	0.00	90.00	0.00000	0.00645	
2/1/0	8:17:39	0.00	90.00	0.00000	0.00645	
2/1/0	8:18:39	0.00	90.00	0.00000	0.00645	
2/1/0	8:19:40	0.00	90.00	0.00000	0.00645	
2/1/0	8:20:40	0.00	90.00	0.00000	0.00645	
2/1/0	8:21:40	0.00	90.00	0.00000	0.00645	
2/1/0	8:22:40	0.00	90.00	0.00000	0.00645	
2/1/0	8:23:40	0.00	90.00	0.00000	0.00645	
2/1/0	8:24:40	0.00	90.00	0.00000	0.00645	
2/1/0	8:25:40	0.00	90.00	0.00000	0.01290	
2/1/0	8:26:41	0.00	90.00	0.00000	0.00645	
2/1/0	8:27:41	0.00	90.00	0.00000	0.00645	
2/1/0	8:28:41	0.00	90.00	0.00000	0.01290	
2/1/0	8:29:41	0.00	90.00	0.00000	0.00645	
2/1/0	8:30:41	0.00	90.00	0.00000	0.00645	
2/1/0	8:31:41	0.00	90.00	0.00000	0.00645	
2/1/0	8:32:41	0.00	90.00	0.00000	0.01290	
2/1/0	8:33:41	0.00	90.00	0.00000	0.00645	
2/1/0	8:34:42	0.00	90.00	0.00000	0.00645	
2/1/0	8:35:42	0.00	90.00	0.00000	0.00645	
2/1/0	8:36:42	0.00	90.00	0.00000	0.00645	
2/1/0	8:37:42	0.00	90.00	0.00000	0.00645	
2/1/0	8:38:42	0.00	90.00	0.00000	0.00645	
2/1/0	8:39:42	0.00	90.00	0.00000	0.00645	
2/1/0	8:40:42	0.00	90.00	0.00000	0.01290	
2/1/0	8:41:43	0.00	90.00	0.00000	0.00645	
2/1/0	8:42:43	0.00	90.00	0.00000	0.01290	
2/1/0	8:43:43	0.00	90.00	0.00000	0.00645	
2/1/0	8:44:43	0.00	90.00	0.00000	0.00645	
2/1/0	8:45:43	0.00	90.00	0.00000	0.00645	
2/1/0	8:46:43	0.00	90.00	0.00000	0.00645	
2/1/0	8:47:43	0.00	90.00	0.00000	0.00645	
2/1/0	8:48:44	0.00	90.00	0.00000	0.00645	
2/1/0	8:49:44	0.00	90.00	0.00000	0.01290	
2/1/0	8:50:44	0.00	90.00	0.00000	0.00645	
2/1/0	8:51:44	0.00	90.00	0.00000	0.00645	
2/1/0	8:52:44	0.00	90.00	0.00000	0.00645	
2/1/0	8:53:44	0.00	90.00	0.00000	0.01290	
2/1/0	8:54:44	0.00	90.00	0.00000	0.00645	
2/1/0	8:55:44	0.00	90.00	0.00000	0.00645	
2/1/0	8:56:45	0.00	90.00	0.00000	0.00645	
2/1/0	8:57:45	0.00	90.00	0.00000	0.01290	
2/1/0	8:58:45	0.00	90.00	0.00000	0.00645	
2/1/0	8:59:45	0.00	90.00	0.00000	0.00645	
2/1/0	9:0:45	0.00	90.00	0.00000	0.00645	
2/1/0	9:1:45	0.00	90.00	0.00000	0.00645	
2/1/0	9:2:45	0.00	90.00	0.00000	0.00645	
2/1/0	9:3:46	0.00	90.00	0.00000	0.00645	
2/1/0	9:4:46	0.00	90.00	0.00000	0.00645	
2/1/0	9:5:46	0.00	90.00	0.00000	0.01290	
2/1/0	9:6:46	0.00	90.00	0.00000	0.01290	
2/1/0	9:7:46	0.00	90.00	0.00000	0.00645	
2/1/0	9:8:46	0.00	90.00	0.00000	0.00645	
2/1/0	9:9:46	0.00	90.00	0.00000	0.00645	
2/1/0	9:10:47	0.00	90.00	0.00000	0.00645	
2/1/0	9:11:47	0.00	90.00	0.00000	0.00645	
2/1/0	9:12:47	0.00	90.00	0.00000	0.00645	
2/1/0	9:13:47	0.00	90.00	0.00000	0.00645	
2/1/0	9:14:47	0.00	90.00	0.00000	0.00645	
2/1/0	9:15:47	0.00	90.00	0.00000	0.00000	
2/1/0	9:16:47	0.00	90.00	0.00000	0.00645	
2/1/0	9:17:48	0.00	90.00	0.00000	0.00645	
2/1/0	9:18:48	0.00	90.00	0.00000	0.00645	
2/1/0	9:19:48	0.00	90.00	0.00000	0.00645	
2/1/0	9:20:48	0.00	90.00	0.00000	0.00645	
2/1/0	9:21:48	0.00	90.00	0.00000	0.00645	
2/1/0	9:22:48	0.00	90.00	0.00000	0.01290	
2/1/0	9:23:48	0.00	90.00	0.00000	0.00645	
2/1/0	9:24:48	0.00	90.00	0.00000	0.00645	
2/1/0	9:25:49	0.00	90.00	0.00000	0.00645	
2/1/0	9:26:49	0.00	90.00	0.00000	0.00645	
2/1/0	9:27:49	0.00	90.00	0.00000	0.00645	
2/1/0	9:28:49	0.00	90.00	0.00000	0.00645	
2/1/0	9:29:49	0.00	90.00	0.00000	0.00645	
2/1/0	9:30:49	0.00	90.00	0.00000	0.00645	
2/1/0	9:31:49	0.00	90.00	0.00000	0.00645	
2/1/0	9:32:50	0.00	90.00	0.00000	0.00645	
2/1/0	9:33:50	0.00	90.00	0.00000	0.00645	
2/1/0	9:34:50	0.00	90.00	0.00000	0.01290	
2/1/0	9:35:50	0.00	90.00	0.00000	0.00645	
2/1/0	9:36:50	0.00	90.00	0.00000	0.01290	
2/1/0	9:37:50	0.00	90.00	0.00000	0.00645	
2/1/0	9:38:50	0.00	90.00	0.00000	0.00645	
2/1/0	9:39:51	0.00	90.00	0.00000	0.00645	
2/1/0	9:40:51	0.00	90.00	0.00000	0.00645	
2/1/0	9:41:51	0.00	90.00	0.00000	0.00645	
2/1/0	9:42:51	0.00	90.00	0.00000	0.00645	
2/1/0	9:43:51	0.00	90.00	0.00000	0.01290	
2/1/0	9:44:51	0.00	90.00	0.00000	0.00645	
2/1/0	9:45:51	0.00	90.00	0.00000	0.00645	
2/1/0	9:46:51	0.00	90.00	0.00000	0.00645	
2/1/0	9:47:52	0.00	90.00	0.00000	0.00645	
2/1/0	9:48:52	0.00	90.00	0.00000	0.00645	
2/1/0	9:49:52	0.00	90.00	0.00000	0.00645	
2/1/0	9:50:52	0.00	90.00	0.00000	0.00645	
2/1/0	9:51:52	0.00	90.00	0.00000	0.00645	
2/1/0	9:52:52	0.00	90.00	0.00000	0.00645	
2/1/0	9:53:52	0.00	90.00	0.00000	0.01290	
2/1/0	9:54:53	0.00	90.00	0.00000	0.01290	
2/1/0	9:55:53	0.00	90.00	0.00000	0.00645	
2/1/0	9:56:53	0.00	90.00	0.00000	0.00645	
2/1/0	9:57:53	0.00	90.00	0.00000	0.01290	
2/1/0	9:58:53	0.00	90.00	0.00000	0.01290	
2/1/0	9:59:53	0.00	90.00	0.00000	0.01290	
2/1/0	10:0:53	0.00	90.00	0.00000	0.00645	
2/1/0	10:1:54	0.00	90.00	0.00000	0.00645	
2/1/0	10:2:54	0.00	90.00	0.00000	0.00645	
2/1/0	10:3:54	0.00	90.00	0.00000	0.00645	
2/1/0	10:4:54	0.00	90.00	0.00000	0.00645	
2/1/0	10:5:54	0.00	90.00	0.00000	0.00000	
2/1/0	10:6:54	0.00	90.00	0.00000	0.00645	
2/1/0	10:7:54	0.00	90.00	0.00000	0.01290	
2/1/0	10:8:55	0.00	90.00	0.00000	0.00645	
2/1/0	10:9:55	0.00	90.00	0.00000	0.00645	
2/1/0	10:10:55	0.00	90.00	0.00000	0.00645	
2/1/0	10:11:55	0.00	90.00	0.00000	0.00645	
2/1/0	10:12:55	0.00	90.00	0.00000	0.00645	
2/1/0	10:13:55	0.00	90.00	0.00000	0.01290	
2/1/0	10:14:55	0.00	90.00	0.00000	0.00645	
2/1/0	10:15:55	0.00	90.00	0.00000	0.00645	
2/1/0	10:16:56	0.00	90.00	0.00000	0.00645	
2/1/0	10:17:56	0.00	90.00	0.00000	0.00645	
2/1/0	10:18:56	0.00	90.00	0.00000	0.00645	
2/1/0	10:19:56	0.00	90.00	0.00000	0.00645	
2/1/0	10:20:56	0.00	90.00	0.00000	0.00645	
2/1/0	10:21:56	0.00	90.00	0.00000	0.00645	
2/1/0	10:22:56	0.00	90.00	0.00000	0.00645	
2/1/0	10:23:57	0.00	90.00	0.00000	0.01290	
2/1/0	10:24:57	0.00	90.00	0.00000	0.00645	
2/1/0	10:25:57	0.00	90.00	0.00000	0.01290	
2/1/0	10:26:57	0.00	90.00	0.00000	0.01290	
2/1/0	10:27:57	0.00	90.00	0.00000	0.01290	
2/1/0	10:28:57	0.00	90.00	0.00000	0.00645	
2/1/0	10:29:57	0.00	90.00	0.00000	0.00645	
2/1/0	10:30:58	0.00	90.00	0.00000	0.00645	
2/1/0	10:31:58	0.00	90.00	0.00000	0.00645	
2/1/0	10:32:58	0.00	90.00	0.00000	0.01290	
2/1/0	10:33:58	0.00	90.00	0.00000	0.00645	
2/1/0	10:34:58	0.00	90.00	0.00000	0.00645	
2/1/0	10:35:58	0.00	90.00	0.00000	0.00645	
2/1/0	10:36:58	0.00	90.00	0.00000	0.00645	
2/1/0	10:37:58	0.00	90.00	0.00000	0.00645	
2/1/0	10:38:59	0.00	90.00	0.00000	0.00645	
2/1/0	10:39:59	0.00	90.00	0.00000	0.00645	
2/1/0	10:40:59	0.00	90.00	0.00000	0.00645	
2/1/0	10:41:59	0.00	90.00	0.00000	0.00645	
2/1/0	10:42:59	0.00	90.00	0.00000	0.00645	
2/1/0	10:43:59	0.00	90.00	0.00000	0.00645	
2/1/0	10:44:59	0.00	90.00	0.00000	0.00645	
2/1/0	10:46:0	0.00	90.00	0.00000	0.01290	
2/1/0	10:47:0	0.00	90.00	0.00000	0.00645	
2/1/0	10:48:0	0.00	90.00	0.00000	0.00000	
2/1/0	10:49:0	0.00	90.00	0.00000	0.00645	
2/1/0	10:50:0	0.00	90.00	0.00000	0.01290	
2/1/0	10:51:0	0.00	90.00	0.00000	0.00645	
2/1/0	10:52:0	0.00	90.00	0.00000	0.00645	
2/1/0	10:53:1	0.00	90.00	0.00000	0.00645	
2/1/0	10:54:1	0.00	90.00	0.00000	0.00645	
2/1/0	10:55:1	0.00	90.00	0.00000	0.00645	
2/1/0	10:56:1	0.00	90.00	0.00000	0.01290	
2/1/0	10:57:1	0.00	90.00	0.00000	0.00645	
2/1/0	10:58:1	0.00	90.00	0.00000	0.00645	
2/1/0	10:59:1	0.00	90.00	0.00000	0.01290	
2/1/0	11:0:2	0.00	90.00	0.00000	0.00645	
2/1/0	11:1:2	0.00	90.00	0.00000	0.00645	
2/1/0	11:2:2	0.00	90.00	0.00000	0.01290	
2/1/0	11:3:2	0.00	90.00	0.00000	0.00645	
2/1/0	11:4:2	0.00	90.00	0.00000	0.00645	
2/1/0	11:5:2	0.00	90.00	0.00000	0.00645	
2/1/0	11:6:2	0.00	90.00	0.00000	0.00645	
2/1/0	11:7:2	0.00	90.00	0.00000	0.00645	
2/1/0	11:8:3	0.00	90.00	0.00000	0.00645	
2/1/0	11:9:3	0.00	90.00	0.00000	0.00645	
2/1/0	11:10:3	0.00	90.00	0.00000	0.01290	
2/1/0	11:11:3	0.00	90.00	0.00000	0.01290	
2/1/0	11:12:3	0.00	90.00	0.00000	0.01290	
2/1/0	11:13:3	0.00	90.00	0.00000	0.00645	
2/1/0	11:14:3	0.00	90.00	0.00000	0.01290	
2/1/0	11:15:4	0.00	90.00	0.00000	0.00645	
2/1/0	11:16:4	0.00	90.00	0.00000	0.00645	
2/1/0	11:17:4	0.00	90.00	0.00000	0.00645	
2/1/0	11:18:4	0.00	90.00	0.00000	0.00645	
2/1/0	11:19:4	0.00	90.00	0.00000	0.00645	
2/1/0	11:20:4	0.00	90.00	0.00000	0.00645	
2/1/0	11:21:4	0.00	90.00	0.00000	0.00645	
2/1/0	11:22:5	0.00	90.00	0.00000	0.00645	
2/1/0	11:23:5	0.00	90.00	0.00000	0.00645	
2/1/0	11:24:5	0.00	90.00	0.00000	0.00000	
2/1/0	11:25:5	0.00	90.00	0.00000	0.00645	
2/1/0	11:26:5	0.00	90.00	0.00000	0.00645	
2/1/0	11:27:5	0.00	90.00	0.00000	0.00645	
2/1/0	11:28:5	0.00	90.00	0.00000	0.00645	
2/1/0	11:29:5	0.00	90.00	0.00000	0.00645	
2/1/0	11:30:6	0.00	90.00	0.00000	0.00645	
2/1/0	11:31:6	0.00	90.00	0.00000	0.01290	
2/1/0	11:32:6	0.00	90.00	0.00000	0.01290	
2/1/0	11:33:6	0.00	90.00	0.00000	0.00645	
2/1/0	11:34:6	0.00	90.00	0.00000	0.00645	
2/1/0	11:35:6	0.00	90.00	0.00000	0.01290	
2/1/0	11:36:6	0.00	90.00	0.00000	0.00645	
2/1/0	11:37:7	0.00	90.00	0.00000	0.00645	
2/1/0	11:38:7	0.00	90.00	0.00000	0.01290	
2/1/0	11:39:7	0.00	90.00	0.00000	0.00645	
2/1/0	11:40:7	0.00	90.00	0.00000	0.00645	
2/1/0	11:41:7	0.00	90.00	0.00000	0.01290	
2/1/0	11:42:7	0.00	90.00	0.00000	0.00645	
2/1/0	11:43:7	0.00	90.00	0.00000	0.00645	
2/1/0	11:44:8	0.00	90.00	0.00000	0.01290	
2/1/0	11:45:8	0.00	90.00	0.00000	0.00645	
2/1/0	11:46:8	0.00	90.00	0.00000	0.00645	
2/1/0	11:47:8	0.00	90.00	0.00000	0.00645	
2/1/0	11:48:8	0.00	90.00	0.00000	0.01290	
2/1/0	11:49:8	0.00	90.00	0.00000	0.00645	
2/1/0	11:50:8	0.00	90.00	0.00000	0.00645	
2/1/0	11:51:9	0.00	90.00	0.00000	0.00645	
2/1/0	11:52:9	0.00	90.00	0.00000	0.00645	
2/1/0	11:53:9	0.00	90.00	0.00000	0.01290	
2/1/0	11:54:9	0.00	90.00	0.00000	0.01290	
2/1/0	11:55:9	0.00	90.00	0.00000	0.00645	
2/1/0	11:56:9	0.00	90.00	0.00000	0.00645	
2/1/0	11:57:9	0.00	90.00	0.00000	0.00645	
2/1/0	11:58:9	0.00	90.00	0.00000	0.01290	
2/1/0	11:59:10	0.00	90.00	0.00000	0.00645	
2/1/0	12:0:10	0.00	90.00	0.00000	0.00645	
2/1/0	12:1:10	0.00	90.00	0.00000	0.01290	
2/1/0	12:2:10	0.00	90.00	0.00000	0.00645	
2/1/0	12:3:10	0.00	90.00	0.00000	0.01290	
2/1/0	12:4:10	0.00	90.00	0.00000	0.01290	
2/1/0	12:5:10	0.00	90.00	0.00000	0.00645	
2/1/0	12:6:11	0.00	90.00	0.00000	0.00645	
2/1/0	12:7:11	0.00	90.00	0.00000	0.00645	
2/1/0	12:8:11	0.00	90.00	0.00000	0.00645	
2/1/0	12:9:11	0.00	90.00	0.00000	0.01290	
2/1/0	12:10:11	0.00	90.00	0.00000	0.00645	
2/1/0	12:11:11	0.00	90.00	0.00000	0.00645	
2/1/0	12:12:11	0.00	90.00	0.00000	0.00645	
2/1/0	12:13:12	0.00	90.00	0.00000	0.00645	
2/1/0	12:14:12	0.00	90.00	0.00000	0.00645	
2/1/0	12:15:12	0.00	90.00	0.00000	0.00645	
2/1/0	12:16:12	0.00	90.00	0.00000	0.00645	
2/1/0	12:17:12	0.00	90.00	0.00000	0.00645	
2/1/0	12:18:12	0.00	90.00	0.00000	0.01290	
2/1/0	12:19:12	0.00	90.00	0.00000	0.00645	
2/1/0	12:20:12	0.00	90.00	0.00000	0.01290	
2/1/0	12:21:13	0.00	90.00	0.00000	0.01290	
2/1/0	12:22:13	0.00	90.00	0.00000	0.00645	
2/1/0	12:23:13	0.00	90.00	0.00000	0.01290	
2/1/0	12:24:13	0.00	90.00	0.00000	0.01290	
2/1/0	12:25:13	0.00	90.00	0.00000	0.00645	
2/1/0	12:26:13	0.00	90.00	0.00000	0.01290	
2/1/0	12:27:13	0.00	90.00	0.00000	0.01290	
2/1/0	12:28:14	0.00	90.00	0.00000	0.00645	
2/1/0	12:29:14	0.00	90.00	0.00000	0.00645	
2/1/0	12:30:14	0.00	90.00	0.00000	0.01290	
2/1/0	12:31:14	0.00	90.00	0.00000	0.01290	
2/1/0	12:32:14	0.00	90.00	0.00000	0.01290	
2/1/0	12:33:14	0.00	90.00	0.00000	0.01290	
2/1/0	12:34:14	0.00	90.00	0.00000	0.01290	
2/1/0	12:35:15	0.00	90.00	0.00000	0.01290	
2/1/0	12:36:15	0.00	90.00	0.00000	0.01290	
2/1/0	12:37:15	0.00	90.00	0.00000	0.01290	
2/1/0	12:38:15	0.00	90.00	0.00000	0.00645	
2/1/0	12:39:15	0.00	90.00	0.00000	0.00645	
2/1/0	12:40:15	0.00	90.00	0.00000	0.00645	
2/1/0	12:41:15	0.00	90.00	0.00000	0.00645	
2/1/0	12:42:16	0.00	90.00	0.00000	0.00645	
2/1/0	12:43:16	0.00	90.00	0.00000	0.01290	
2/1/0	12:44:16	0.00	90.00	0.00000	0.00645	
2/1/0	12:45:16	0.00	90.00	0.00000	0.00645	
2/1/0	12:46:16	0.00	90.00	0.00000	0.00645	
2/1/0	12:47:16	0.00	90.00	0.00000	0.00645	
2/1/0	12:48:16	0.00	90.00	0.00000	0.01290	
2/1/0	12:49:16	0.00	90.00	0.00000	0.00645	
2/1/0	12:50:17	0.00	90.00	0.00000	0.00645	
2/1/0	12:51:17	0.00	90.00	0.00000	0.00645	
2/1/0	12:52:17	0.00	90.00	0.00000	0.00645	
2/1/0	12:53:17	0.00	90.00	0.00000	0.00645	
2/1/0	12:54:17	0.00	90.00	0.00000	0.01290	
2/1/0	12:55:17	0.00	90.00	0.00000	0.01290	
2/1/0	12:56:17	0.00	90.00	0.00000	0.01290	
2/1/0	12:57:18	0.00	90.00	0.00000	0.01290	
2/1/0	12:58:18	0.00	90.00	0.00000	0.00645	
2/1/0	12:59:18	0.00	90.00	0.00000	0.00645	
2/1/0	13:0:18	0.00	90.00	0.00000	0.00645	
2/1/0	13:1:18	0.00	90.00	0.00000	0.00645	
2/1/0	13:2:18	0.00	90.00	0.00000	0.01290	
2/1/0	13:3:18	0.00	90.00	0.00000	0.00645	
2/1/0	13:4:19	0.00	90.00	0.00000	0.01290	
2/1/0	13:5:19	0.00	90.00	0.00000	0.00645	
2/1/0	13:6:19	0.00	90.00	0.00000	0.00645	
2/1/0	13:7:19	0.00	90.00	0.00000	0.00645	
2/1/0	13:8:19	0.00	90.00	0.00000	0.01290	
2/1/0	13:9:19	0.00	90.00	0.00000	0.00645	
2/1/0	13:10:19	0.00	90.00	0.00000	0.00645	
2/1/0	13:11:19	0.00	90.00	0.00000	0.01290	
2/1/0	13:12:20	0.00	90.00	0.00000	0.01290	
2/1/0	13:13:20	0.00	90.00	0.00000	0.01290	
2/1/0	13:14:20	0.00	90.00	0.00000	0.01290	
2/1/0	13:15:20	0.00	90.00	0.00000	0.00645	
2/1/0	13:16:20	0.00	90.00	0.00000	0.00645	
2/1/0	13:17:20	0.00	90.00	0.00001	0.15484	
2/1/0	13:18:20	0.00	90.00	0.00000	0.00645	
2/1/0	13:19:21	0.00	90.00	0.00000	0.00645	
2/1/0	13:20:21	0.00	90.00	0.00000	0.00645	
2/1/0	13:21:21	0.00	90.00	0.00000	0.00645	
2/1/0	13:22:21	0.00	90.00	0.00000	0.00645	
2/1/0	13:23:21	0.00	90.00	0.00000	0.00645	
2/1/0	13:24:21	0.00	90.00	0.00000	0.00645	
2/1/0	13:25:21	0.00	90.00	0.00000	0.01290	
2/1/0	13:26:22	0.00	90.00	0.00000	0.01290	
2/1/0	13:27:22	0.00	90.00	0.00000	0.00645	
2/1/0	13:28:22	0.00	90.00	0.00000	0.00645	
2/1/0	13:29:22	0.00	90.00	0.00000	0.00645	
2/1/0	13:30:22	0.00	90.00	0.00000	0.00645	
2/1/0	13:31:22	0.00	90.00	0.00000	0.01290	
2/1/0	13:32:22	0.00	90.00	0.00000	0.01290	
2/1/0	13:33:22	0.00	90.00	0.00000	0.00645	
2/1/0	13:34:23	0.00	90.00	0.00000	0.01290	
2/1/0	13:35:23	0.00	90.00	0.00000	0.01290	
2/1/0	13:36:23	0.00	90.00	0.00000	0.00645	
2/1/0	13:37:23	0.00	225.00	0.00000	0.01290	
2/1/0	13:38:23	0.00	225.00	0.00000	0.03226	
2/1/0	13:39:23	0.00	225.00	0.00000	0.02581	
2/1/0	13:40:23	0.00	225.00	0.00000	0.03226	
2/1/0	13:41:24	0.00	225.00	0.00000	0.02581	
